x,VALVE_TYPE,VALVE_TYPE2,FACILITYID,LEGACYID,NODE_NO,VALVE_SIZE,MATERIAL,INVERT,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,YTD_COST,LIFECYCLE_COST,CONDITION,CONDITIONDATE,FLOW_WEIR,LAST_INSP_DATE,INSTALL_DATE,MAKE,MODEL,MANUFACTURER,VENDOR,I_I_SOURCE,I_I_QUANTITY,CONDITION_NOTATION,CRE_DATE,MOD_DATE,ENABLED,Latitude,Longitude
286,3,Gate,1001795856,,1308211586,150,Cast Iron,0.4,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20150313,1,49.212686,-122.859137
287,3,Gate,1000141388,26878,1520606821,250,Ductile Iron,10.75,In Service,4700-5000-00,2005,Surrey,,,Final AB,,,,,,,,,,,,,,,,20050610,20120502,1,49.126374,-122.800825
288,2,Expansion Joint,1000795255,,1918805164,250,Ductile Iron,3.27,Abandoned,4704-7540-01,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20060803,20160708,0,49.09615,-122.691221
289,3,Gate,1001408895,,1237911428,150,,0.3,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120419,20160708,1,49.209855,-122.878571
290,3,Gate,1001793309,,1265511629,150,Cast Iron,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213485,-122.870937
291,3,Gate,1002172000,,1526007861,100,PVC Plastic,,Proposed,7817-0143-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20190418,20190418,0,49.145197,-122.799262
292,3,Gate,1002127977,,1429805419,200,,,In Service,S-3077,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20180815,20180815,1,49.101038,-122.825937
293,8,LPS Lateral Gate,1001792861,,1232611498,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.211116,-122.880035
294,8,LPS Lateral Gate,1001793562,,1290411631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213503,-122.864065
295,3,Gate,1002148058,,1639709618,75,Polypropylene,,In Service,7813-0185-00,2018,Surrey,,,Final AB,,,,,,,,,,,,,,,,20190110,20190111,1,49.17692,-122.767754
296,3,Gate,1001435443,,1310805397,200,,,In Service,S-3077,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20180816,20180816,1,49.100701,-122.858728
297,3,Gate,1001435520,,1328905446,200,,,In Service,S-3077,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20180817,20180817,1,49.101578,-122.853752
298,3,Gate,1002159472,,1879002523,75,PVC Plastic,,In Service,7807-0395-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20190306,20191023,1,49.048393,-122.702469
299,3,Gate,1001200903,,1237710743,125,Steel,,In Service,7806-0035-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110614,20110614,1,49.197452,-122.878636
300,3,Gate,1001797594,,1612309992,200,Cast Iron,,In Service,4711-5060-00,2014,Surrey,,For Blow Down,Final AB,,,,,,,,,,,,,,,,20141120,20141120,1,49.183703,-122.775276
301,8,LPS Lateral Gate,1002183361,,1302511585,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,,1,49.212678,-122.860699
302,0,Ball,1000141216,27554,1238010778,100,Ductile Iron,1.08,In Service,4516,1978,Surrey,,LINE BSW-J,Final AB,,,,,,,,,,,,,,,,20051030,,1,49.198088,-122.878568
303,3,Gate,1001147449,,1472103527,150,Cast Iron,,Abandoned,F/T,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100122,20180105,0,49.066789,-122.814406
304,8,LPS Lateral Gate,1001883040,,1264611279,50,Cast Iron,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20160707,20160708,1,49.207141,-122.871197
305,2,Expansion Joint,1001161180,,1838904598,450,,0.41,In Service,4707-2040-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100520,20100520,1,49.085964,-122.713293
306,0,Ball,1000141175,27499,1203410554,150,Ductile Iron,0.94,Abandoned,C-4122,1989,Surrey,,LINE BSW-H,Final AB,,,,,,,,,,,,,,,,20051029,20160708,1,49.194047,-122.888128
307,3,Gate,1001435465,,1318505439,200,Cast Iron,,Proposed,S-3077,,Metro Vancouver,,,EC,,,,,,,,,,,,,,,,20121004,20180810,1,49.101448,-122.856609
308,3,Gate,1001222559,,1857209819,450,Steel,8.7,In Service,4707-3120-00,2011,Surrey,,Cathodic Protected,Final AB,,,,,,,,,,,,,,,,20111207,20111207,1,49.180426,-122.707691
309,3,Gate,1001157906,,1728310429,200,Steel,,In Service,SF-1784,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100429,20160811,1,49.191558,-122.74322
310,3,Gate,1001793593,,1316011630,75,Cast Iron,0.95,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213484,-122.856969
311,2,Expansion Joint,1001699744,,1224211385,100,,,In Service,4711-9020-00,2013,Surrey,,EEBAA EX-TEND 200,Final AB,,,,,,,,,,,,,,,,20130827,20130827,1,49.209085,-122.882353
312,8,LPS Lateral Gate,1001793574,,1301011631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213497,-122.86111
313,3,Gate,1001411216,,1288111308,125,Ductile Iron,1.265,In Service,4708-3140-00,2008,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120501,20160708,1,49.207672,-122.864702
314,0,Ball,1000141322,27926,1238611372,75,Ductile Iron,0.82,Abandoned,4515,1977,Surrey,,LINE BW-F,Final AB,,,,,,,,,,,,,,,,20051116,20160708,0,49.208835,-122.87838
315,8,LPS Lateral Gate,1002183896,,1602800783,50,,,In Service,7815-0450-00,2018,Surrey,,,Final AB,,,,,,,,,,,,,,,,20190506,,1,49.017063,-122.778625
316,0,Ball,1001213282,,1185010367,75,Steel,,In Service,7805-0143-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110916,20120228,1,49.19066,-122.893202
317,3,Gate,1001897286,,1288511545,50,,0.57,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,20190503,1,49.211957,-122.86459
318,0,Ball,1000141167,27444,1209710673,100,Ductile Iron,0.89,In Service,4516,1978,Surrey,,LINE BSW-E,Final AB,,,,,,,,,,,,,,,,20051027,20190415,0,49.19619,-122.886383
319,0,Ball,1000141294,27783,1289011594,75,Ductile Iron,0.59,Abandoned,4515,1978,Surrey,,,Final AB,,,,,,,,,,,,,,,,20051108,20160708,0,49.212842,-122.864433
320,0,Ball,1000141368,28182,1277511470,75,Ductile Iron,0.54,Abandoned,4515,1978,Surrey,,LINE BE-D,Final AB,,,,,,,,,,,,,,,,20051128,20190429,0,49.210597,-122.86761
321,8,LPS Lateral Gate,1002183352,,1290311585,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,,1,49.212682,-122.864085
322,3,Gate,1000141407,21753,1600701421,50,Ductile Iron,,In Service,4514,1979,Surrey,,AIR RELEASE VALVE & BOX,Final AB,,,,,,,,,,,,,,,,20011029,,1,49.028623,-122.779161
323,3,Gate,1001810812,,1201410911,250,Cast Iron,-0.12,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,20150302,1,49.20051,-122.888664
324,3,Gate,1001411129,,1294611504,200,Ductile Iron,1.089,In Service,4708-3130-00,2008,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120430,20140618,1,49.211212,-122.862907
325,3,Gate,1001556478,,1357505496,300,,,In Service,S-3077,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20180817,20180817,1,49.102471,-122.845854
326,8,LPS Lateral Gate,1001793304,,1247611586,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.212701,-122.875871
327,3,Gate,1001810799,,1193310763,250,Cast Iron,0.25,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,20150302,1,49.197835,-122.890906
328,3,Gate,1001797595,,1612009992,150,Cast Iron,,In Service,4711-5060-00,2014,Surrey,,For Blow Down,Final AB,,,,,,,,,,,,,,,,20141120,20141120,1,49.183713,-122.775346
329,3,Gate,1001195908,,1697307817,50,Steel,,In Service,7806-0317-00,2010,Private,,,Final AB,,,,,,,,,,,,,,,,20110420,20151201,1,49.144314,-122.752015
330,3,Gate,1000141399,21715,1353803304,50,Ductile Iron,3.6,In Service,4797-9020-00,1999,Surrey,,LOW POINT OF LOW PRESSURE MAIN,Final AB,,,,,,,,,,,,,,,,20011019,20120507,1,49.062812,-122.847009
331,3,Gate,1000141260,24564,1735005582,300,Ductile Iron,-1.25,In Service,4896-401,1998,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040126,,1,49.103821,-122.741813
332,3,Gate,1000848368,,,75,Ductile Iron,,In Service,7805-0233-00,2007,Surrey,,,Final AB,,,,,,,,,,,,,,,,20080417,20080417,1,49.14157,-122.776456
333,8,LPS Lateral Gate,1001794004,,1298311670,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.214205,-122.861862
334,2,Expansion Joint,1001793223,,1248611590,150,Polyethylene,0.57,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141029,20141029,1,49.212782,-122.875609
335,3,Gate,1000141191,,1253311415,,Cast Iron,,Abandoned,,,Surrey,,,,,,,,,,,,,,,,,,,20060627,20160708,0,49.209605,-122.874315
336,3,Gate,1001199701,,1660709276,75,PVC Plastic,,In Service,7800-0161-01,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110603,20110606,1,49.170726,-122.761963
337,3,Gate,1000141204,24601,1113809617,200,Ductile Iron,,Abandoned,SF-2207,2000,Surrey,,SEE ALSO S-019-132,Final AB,,,,,,,,,,,,,,,,20040210,20160708,0,49.177107,-122.9129
338,3,Gate,1000141387,26877,1520306821,250,Ductile Iron,10.75,In Service,4700-5000-00,2005,Surrey,,CHECK VALVE,Final AB,,,,,,,,,,,,,,,,20050610,20120502,1,49.126374,-122.800903
339,8,LPS Lateral Gate,1001794996,,1270911268,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141103,20160708,1,49.206952,-122.869449
340,2,Expansion Joint,1001793397,,1286511630,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20141030,1,49.213497,-122.865136
341,3,Gate,1001897198,,1253911428,200,,0.55,In Service,4714-5340-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190502,20190502,1,49.209849,-122.874139
342,3,Gate,1001897304,,1281111250,75,,,In Service,4715-5070-00,,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190506,20190506,1,49.206623,-122.866635
343,3,Gate,1001361357,,1558707530,750,Steel,15.75,In Service,4705-6020-00,2011,Surrey,,387 Turns,Final AB,,,,,,,,,,,,,,,,20120221,20140724,1,49.139181,-122.79025
344,3,Gate,1002127922,,1407405428,200,,,In Service,S-3077,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20180815,20180815,1,49.101218,-122.832111
345,3,Gate,1000141149,21731,1221910835,150,Ductile Iron,,In Service,S-757,1989,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011026,,1,49.199109,-122.882947
346,8,LPS Lateral Gate,1001795026,,1273411268,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141103,20160708,1,49.206954,-122.868775
347,3,Gate,1000141386,26876,1520206821,250,Ductile Iron,10.75,In Service,4700-5000-00,2005,Surrey,,,Final AB,,,,,,,,,,,,,,,,20050610,20120502,1,49.126374,-122.800929
348,0,Ball,1000141209,27282,1194710379,200,Ductile Iron,1.39,Abandoned,S-757,1978,Surrey,,SEE ALSO S-019-096,Final AB,,,,,,,,,,,,,,,,20051024,20160708,0,49.190876,-122.890526
349,0,Ball,1000141273,27672,1279211470,150,Ductile Iron,0.66,Abandoned,4515,1978,Surrey,,LINE BE-D,Final AB,,,,,,,,,,,,,,,,20051103,20190429,0,49.210593,-122.867145
350,2,Expansion Joint,1001792809,,1217911266,75,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141029,20141029,1,49.206935,-122.884095
351,3,Gate,1001811917,,1376611646,150,Cast Iron,,In Service,SFPR Seg. 7,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150310,20150310,1,49.213751,-122.840249
352,8,LPS Lateral Gate,1001794181,,1276611223,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.206126,-122.867881
353,3,Gate,1000141252,23580,1512106876,200,Ductile Iron,,In Service,7892-0639-00,2003,Surrey,,,Final AB,,,,,,,,,,,,,,,,20030408,20160921,1,49.12737,-122.803154
354,3,Gate,1001136814,,1473003529,200,Ductile Iron,,In Service,7804-0010-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20091030,20160708,1,49.066828,-122.814157
355,8,LPS Lateral Gate,1001792994,,1237011529,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.211681,-122.878816
356,3,Gate,1001699671,,1213211375,75,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.208897,-122.885395
357,3,Gate,1002020579,,1487803526,50,Polyethylene,,In Service,7814-0018-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20180511,20180514,1,49.06677,-122.810089
358,3,Gate,1001793986,,1298311631,75,Cast Iron,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.2135,-122.861883
359,3,Gate,1000141405,21599,1601301557,450,Ductile Iron,,In Service,4797-5020-00,2000,Surrey,,,Final AB,,,,,,,,,,,,,,,,20010928,20071203,1,49.031077,-122.77898
360,0,Ball,1000141315,27892,1227311437,75,Ductile Iron,0.52,Abandoned,4515,1977,Surrey,,LINE BW-C,Final AB,,,,,,,,,,,,,,,,20051115,20160708,0,49.210022,-122.881497
361,2,Expansion Joint,1001897247,,1306611586,75,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,20190503,1,49.212686,-122.859567
362,3,Gate,1001411181,,1281711321,125,Ductile Iron,1.29,In Service,4708-3140-00,2008,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120430,20160708,1,49.207896,-122.866484
363,3,Gate,1000141118,24706,1177910578,300,Ductile Iron,0.64,Abandoned,4798-503,1999,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040213,20160708,0,49.194482,-122.895149
364,0,Ball,1000141221,27595,1231010919,100,Ductile Iron,0.24,In Service,4516,1978,Surrey,,LINE BSW-J,Final AB,,,,,,,,,,,,,,,,20051101,,1,49.200617,-122.880496
365,3,Gate,1001196013,,1694207837,75,Steel,,In Service,7806-0317-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110420,20151201,1,49.14467,-122.752848
366,0,Ball,1000141324,27935,1252111382,100,Ductile Iron,0.69,Abandoned,4515,1977,Surrey,,LINE BW-F,Final AB,,,,,,,,,,,,,,,,20051116,20160708,0,49.209015,-122.874642
367,0,Ball,1001936969,,1294611504,200,,,In Service,,,Surrey,,FT02469 - Ball Valves in MH,,,,,,,,,,,,,,,,,20170621,20170621,1,49.211212,-122.862889
368,2,Expansion Joint,1001897187,,1287311466,200,,,In Service,4714-5340-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190502,20190502,1,49.210524,-122.864923
369,2,Expansion Joint,1001793290,,1254311620,150,Polyethylene,0,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141029,20141029,1,49.213321,-122.874015
370,8,LPS Lateral Gate,1001795801,,1278211277,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141104,20160708,1,49.207106,-122.867435
371,0,Ball,1000141296,27788,1294311580,63,Ductile Iron,0.88,Abandoned,4515,1978,Surrey,,LINE BE-I,Final AB,,,,,,,,,,,,,,,,20051108,20190502,0,49.212579,-122.862979
372,3,Gate,1001147446,,1472103528,150,Cast Iron,,Abandoned,F/T,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100122,20180105,0,49.066802,-122.814404
373,0,Ball,1000141369,28184,1265611500,63,Ductile Iron,,Abandoned,4515,1978,Surrey,,LINE BE-D,Final AB,,,,,,,,,,,,,,,,20051128,20190426,0,49.211149,-122.870914
374,3,Gate,1000141241,22470,1179610713,250,Ductile Iron,,Abandoned,4857-002,1999,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020104,20160708,0,49.196927,-122.894688
375,0,Ball,1000141219,27591,1230110903,100,Ductile Iron,0.43,In Service,4516,1978,Surrey,,LINE BSW-J,Final AB,,,,,,,,,,,,,,,,20051101,,1,49.200346,-122.88074
376,3,Gate,1001157905,,1728310429,200,Steel,,In Service,SF-1784,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100429,20100614,1,49.191551,-122.743216
377,3,Gate,1001411155,,1297811505,75,Ductile Iron,1.6,In Service,4708-3150-00,2008,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120430,20120628,1,49.211225,-122.862026
378,3,Gate,1000141311,28428,1438807997,350,Clay Tile,18.5,In Service,4703-1900-00,2005,Surrey,,SEE S-052-153 FOR LOCATION / 50 TURNS,Final AB,,,,,,,,,,,,,,,,20050105,20140731,1,49.147686,-122.823288
379,3,Gate,1000141313,25907,1594703713,200,Ductile Iron,,In Service,7801-0213-00,2004,Surrey,,,Final AB,,,,,,,,,,,,,,,,20041028,,1,49.070076,-122.780636
380,0,Ball,1000141173,27494,1203410553,150,Ductile Iron,0.94,Abandoned,C-4122,1989,Surrey,,LINE BSW-F,Final AB,,,,,,,,,,,,,,,,20051028,20160708,0,49.194019,-122.888128
381,8,LPS Lateral Gate,1001883039,,1264311279,50,Cast Iron,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20160707,20160708,1,49.207141,-122.871282
382,0,Ball,1000141196,27840,1237011287,100,Ductile Iron,0.8,Abandoned,4515,1977,Surrey,,LINE BW-E,Final AB,,,,,,,,,,,,,,,,20051114,20190410,0,49.207297,-122.878806
383,3,Gate,1001810788,,1192510631,250,Cast Iron,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,20150302,1,49.195443,-122.891141
384,2,Expansion Joint,1001699750,,1215811338,75,,,In Service,4711-9020-00,2013,Surrey,,EBAA EX-TEND 200,Final AB,,,,,,,,,,,,,,,,20130827,20130827,1,49.208222,-122.88467
385,3,Gate,1000141123,21746,1194410421,150,Ductile Iron,,Abandoned,S-757,1989,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011026,20160708,0,49.191638,-122.890552
386,0,Ball,1000141325,27965,1252111433,150,Ductile Iron,0.39,Abandoned,4515,1977,Surrey,,LINE BW-C,Final AB,,,,,,,,,,,,,,,,20051117,20160913,0,49.209935,-122.874648
387,3,Gate,1001419816,,1197210230,50,Ductile Iron,,Proposed,7805-0021-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20120730,20120730,0,49.18818,-122.88985
388,3,Gate,1001812184,,1542311542,200,Cast Iron,,In Service,SFPR Seg. 8,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150312,20150312,1,49.211795,-122.794481
389,3,Gate,1000141133,24721,1195311048,100,Ductile Iron,1.28,In Service,4798-004-00,2001,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040216,20170406,1,49.202977,-122.890337
390,3,Gate,1001780536,,1872502474,75,Ductile Iron,41.67,In Service,7810-0301-00,2014,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20140911,20140911,1,49.047503,-122.704266
391,8,LPS Lateral Gate,1001793401,,1272911630,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213501,-122.868898
392,0,Ball,1000141144,27342,1194910601,100,Ductile Iron,0.74,In Service,4516,1978,Surrey,,LINE BSW-B,Final AB,,,,,,,,,,,,,,,,20051025,,1,49.194901,-122.890479
393,8,LPS Lateral Gate,1001795059,,1275511269,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141103,20160708,1,49.206954,-122.86819
394,3,Gate,1002172006,,1527307869,100,PVC Plastic,,Proposed,7817-0143-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20190418,20190418,0,49.145346,-122.798893
395,8,LPS Lateral Gate,1001794068,,1228411317,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.207844,-122.881205
396,3,Gate,1001797597,,1612109992,300,Cast Iron,,In Service,4711-5060-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141120,20141120,1,49.18371,-122.775325
397,8,LPS Lateral Gate,1002183341,,1280911585,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,,1,49.212685,-122.866677
398,3,Gate,1001195735,,1690307782,75,Steel,,In Service,7806-0317-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110418,20151201,1,49.143673,-122.753928
399,0,Ball,1000141331,27988,1252011332,100,Ductile Iron,0.53,Abandoned,7885-0500-00,1987,Surrey,,LINE BW-F,Final AB,,,,,,,,,,,,,,,,20051117,20160708,0,49.208113,-122.874668
400,3,Gate,1001812188,,1542011554,200,Cast Iron,,In Service,SFPR Seg. 8,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150312,20150312,1,49.212014,-122.794573
401,0,Ball,1000141280,27719,1287611580,75,Ductile Iron,0.85,Abandoned,4515,1978,Surrey,,,Final AB,,,,,,,,,,,,,,,,20051105,20190502,0,49.212582,-122.864812
402,3,Gate,1000141406,21752,1600701543,50,Ductile Iron,,In Service,4514,1979,Surrey,,AIR RELEASE VALVE & BOX,Final AB,,,,,,,,,,,,,,,,20011029,,1,49.030822,-122.779153
403,3,Gate,1000141307,24774,1762706877,200,Ductile Iron,2.2,In Service,7898-0162-00,2001,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040304,,1,49.127233,-122.734049
404,8,LPS Lateral Gate,1002183365,,1306011585,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,,1,49.212677,-122.859754
405,0,Ball,1000141293,27778,1289411624,75,Ductile Iron,1.01,Abandoned,4515,1978,Surrey,,LINE BE-H,Final AB,,,,,,,,,,,,,,,,20051108,20160708,0,49.213376,-122.864319
406,3,Gate,1002213827,,1602800773,450,,,In Service,,,Surrey,,,Final AB,,,,,,,,,,,,,,,,20191107,20191107,1,49.016899,-122.778633
407,3,Gate,1001793586,,1308311630,150,Cast Iron,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213485,-122.859112
408,3,Gate,1001721461,,1297811503,75,Ductile Iron,,In Service,7811-0022-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20131212,,1,49.21119,-122.862008
409,3,Gate,1001793292,,1255611627,150,Cast Iron,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.213441,-122.873678
410,3,Gate,1000141130,24715,1200011011,200,Ductile Iron,0.84,In Service,4798-004-00,2001,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040216,,1,49.202307,-122.88903
411,0,Ball,1000141169,27456,1217310770,150,Ductile Iron,0.4,Abandoned,C-4122,1995,Surrey,,LINE BSW-E,Final AB,,,,,,,,,,,,,,,,20051027,20190415,0,49.197939,-122.884269
412,3,Gate,1000141153,21742,1215110892,100,Ductile Iron,,In Service,S-537,1989,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011026,,1,49.200158,-122.884866
413,2,Expansion Joint,1001897045,,1271811427,200,,,In Service,4714-5340-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190502,20190502,1,49.209822,-122.869192
414,3,Gate,1000141151,21738,1203210538,200,Ductile Iron,,In Service,S-757,1989,Surrey,,CHECK VALVE,Final AB,,,,,,,,,,,,,,,,20011026,,1,49.19375,-122.888187
415,3,Gate,1001699735,,1224111384,100,Cast Iron,0.09,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.209067,-122.882368
416,3,Gate,1001195737,,1686407811,75,Steel,,In Service,7806-0317-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110418,20151201,1,49.144206,-122.755007
417,0,Ball,1000141378,28223,1252011425,75,Ductile Iron,0.49,Abandoned,4515,1977,Surrey,,LINE BW-D,Final AB,,,,,,,,,,,,,,,,20051129,20160708,0,49.209772,-122.874657
418,2,Expansion Joint,1001161162,,1838704565,600,,3.5,In Service,4707-2040-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100520,20100520,1,49.085366,-122.71334
419,3,Gate,1001897225,,1296211586,75,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,20190503,1,49.212689,-122.862464
420,3,Gate,1000141390,26897,1544306808,200,Polyethylene,,In Service,4700-5000-00,2005,Surrey,,CHECK VALVE,Final AB,,,,,,,,,,,,,,,,20050610,,1,49.126104,-122.79429
421,3,Gate,1001211643,,1676707694,75,Ductile Iron,1.6,In Service,7805-0393-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130118,20130118,1,49.142101,-122.757703
422,3,Gate,1001410401,,1252711277,150,,0.02,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120424,20160708,1,49.20711,-122.874473
423,3,Gate,1001411154,,1297911564,75,Ductile Iron,2.19,In Service,4708-3150-00,2008,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120430,20120628,1,49.212296,-122.861979
424,0,Ball,1001941234,,1671503105,50,,,In Service,7815-0005-00,2017,Surrey,,,Final AB,,,,,,,,,,,,,,,,20170724,20180206,1,49.059049,-122.759526
425,3,Gate,1001213550,,1279011176,75,,,In Service,7802-0222-00,2011,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110920,20110920,1,49.205284,-122.867225
426,3,Gate,1001897214,,1279311586,50,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190502,20190502,1,49.212695,-122.867109
427,3,Gate,1000834838,,1760306401,300,Ductile Iron,12,In Service,7804-0318-00,2006,Surrey,,CHECK VALVE,Final AB,20080304,,,,,,,,,,,,,,,20071016,20071016,1,49.118637,-122.734771
428,3,Gate,1002254473,,1738210429,600,Ductile Iron,,Proposed,7818-0122-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20200623,20200623,0,49.191551,-122.74049
429,2,Expansion Joint,1001794154,,1273411222,75,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141031,20141031,1,49.206108,-122.868777
